Title,Developer,Publisher,first_released,region_first_released_in,Excluded,released_in_eu_pal_or_na,Physical_Owned,type_owned
The Incredible Hulk: Ultimate Destruction,Radical Entertainment,Vivendi Universal Games,23/08/2005,NA,FALSE,TRUE,TRUE,Base
The Incredibles,Heavy Iron Studios,"THQEU, NA, D3 PublisherJP",31/10/2004,NA,FALSE,TRUE,TRUE,Base
The Incredibles: Rise of the Underminer,Heavy Iron Studios,"THQEU, NA, SegaJP",01/11/2005,NA,FALSE,TRUE,TRUE,Base
The Italian Job,Climax Studios,Eidos Interactive,24/06/2003,NA,FALSE,TRUE,FALSE,
The Kanji Quiz,Vingt-et-un Systems,D3 Publisher,18/03/2004,JP,TRUE,FALSE,FALSE,
The Kanshikikan,Tomcat System,D3 Publisher,17/02/2005,JP,TRUE,FALSE,FALSE,
The Keihin Kyuukou: Train Simulator Real,Ongakukan,Sony Computer Entertainment,31/10/2002,JP,TRUE,FALSE,FALSE,
The King of Fighters - Maximum Impact Maniax,SNK Playmore,SNK Playmore,23/03/2006,JP,TRUE,FALSE,FALSE,
The King of Fighters '94 Re-bout,SNK Playmore,SNK Playmore,28/12/2004,JP,TRUE,FALSE,FALSE,
The King of Fighters '98 Ultimate Match,SNK Playmore,"SNK PlaymoreJP, Ignition EntertainmentEU, NA",26/06/2008,JP,FALSE,TRUE,FALSE,
The King of Fighters 2000,Playmore,Playmore,28/11/2002,JP,TRUE,FALSE,FALSE,
The King of Fighters 2001,SNK Playmore,SNK Playmore,23/10/2003,JP,TRUE,FALSE,FALSE,
The King of Fighters 2002,SNK Playmore,"SNK PlaymoreJP, Ignition EntertainmentEU",25/03/2004,JP,FALSE,TRUE,FALSE,
The King of Fighters 2002: Unlimited Match,SNK Playmore,SNK Playmore,26/02/2009,JP,TRUE,FALSE,FALSE,
The King of Fighters 2003,SNK Playmore,"SNK PlaymoreJP, Ignition EntertainmentPAL",28/10/2004,JP,FALSE,TRUE,FALSE,
The King of Fighters 2006,SNK Playmore,"SNK PlaymoreAU, JP, KO, NA, Ignition EntertainmentEU",27/04/2006,JP,FALSE,TRUE,FALSE,
The King of Fighters Collection: The Orochi Saga,Terminal Reality,"SNK PlaymoreJP, KO, NA, Ignition EntertainmentEU",20/04/2006,JP,FALSE,TRUE,FALSE,
The King of Fighters NeoWave,SNK Playmore,"SNK PlaymoreAU, JP, Ignition EntertainmentEU",21/07/2005,JP,FALSE,TRUE,FALSE,
The King of Fighters NESTS Collection,SNK Playmore,SNK Playmore,19/04/2007,JP,TRUE,FALSE,FALSE,
The King of Fighters XI,SNK Playmore,"SNK PlaymoreAU, JP, KO, NA, Ignition EntertainmentEU",22/06/2006,JP,FALSE,TRUE,FALSE,
The King of Fighters: Maximum Impact,SNK Playmore,"SNK PlaymoreJP, KO, NA, Ignition EntertainmentPAL",12/08/2004,JP,FALSE,TRUE,FALSE,
The King of Route 66,Sega AM2,Sega,18/03/2003,NA,FALSE,TRUE,FALSE,
The Kiryoku Kentei,Yuki,D3 Publisher,27/11/2003,JP,TRUE,FALSE,FALSE,
The Konchuu Saishuu,Crossroad,D3 Publisher,08/09/2005,JP,TRUE,FALSE,FALSE,
The Legend of Alon D'ar,Stormfront Studios,Ubisoft,04/12/2001,NA,FALSE,TRUE,FALSE,
The Legend of Spyro: A New Beginning,Krome Studios,Sierra Entertainment,10/10/2006,NA,FALSE,TRUE,FALSE,
The Legend of Spyro: Dawn of the Dragon,Etranges Libellules,"ActivisionNA, Sierra EntertainmentPAL",21/10/2008,NA,FALSE,TRUE,FALSE,
The Legend of Spyro: The Eternal Night,Krome Studios,Sierra Entertainment,02/10/2007,NA,FALSE,TRUE,FALSE,
The Lord of the Rings: Aragorn's Quest,TT Fusion,Warner Bros. Interactive Entertainment,14/09/2010,NA,FALSE,TRUE,FALSE,
The Lord of the Rings: The Fellowship of the Ring,Surreal Software,Black Label Games,15/10/2002,NA,FALSE,TRUE,TRUE,Base
The Lord of the Rings: The Return of the King,EA Redwood Shores,Electronic Arts,05/11/2003,NA,FALSE,TRUE,TRUE,Base
The Lord of the Rings: The Third Age,EA Redwood Shores,Electronic Arts,02/11/2004,NA,FALSE,TRUE,TRUE,Base
The Lord of the Rings: The Two Towers,Stormfront Studios,Electronic Arts,21/10/2002,NA,FALSE,TRUE,TRUE,Platinum
The Maestromusic II,Global A,Global A,02/08/2001,JP,TRUE,FALSE,FALSE,
The Magician's Academy,Enterbrain,Enterbrain,07/06/2007,JP,TRUE,FALSE,FALSE,
The Mahjong,Warashi,D3 Publisher,25/07/2002,JP,TRUE,FALSE,FALSE,
The Maid Fuku to Kikanjū,Rideon Japan Inc.,D3 Publisher,10/08/2006,JP,TRUE,FALSE,FALSE,
The Mark of Kri,Sony Computer Entertainment,"Sony Computer EntertainmentEU, NA, CapcomJP",29/07/2002,NA,FALSE,TRUE,FALSE,
The Matrix: Path of Neo,Shiny Entertainment,Atari,07/11/2005,NA,FALSE,TRUE,FALSE,
The Mechsmith: Run=Dim,Idea Factory,Idea Factory,24/08/2000,JP,TRUE,FALSE,FALSE,
The Menkou Shutoku Simulation ~Dourokoutsūhou Taiouban~Taiouban~JP,Vingt-et-un Systems,D3 Publisher,06/10/2005,JP,TRUE,FALSE,FALSE,
The Menkyo Shutoku Simulation,Vingt-et-un Systems,D3 Publisher,03/04/2003,JP,TRUE,FALSE,FALSE,
The Mini Bijo Keikan,Daft,D3 Publisher,10/11/2005,JP,TRUE,FALSE,FALSE,
The Mouse Police,Phoenix Games,Phoenix Games,18/03/2004,EU,FALSE,TRUE,FALSE,
The Mummy Returns,Blitz Games,Vivendi Universal Games,03/10/2001,NA,FALSE,TRUE,FALSE,
The Mummy: The Animated Series,Asobo Studio,Hip Games,01/10/2004,EU,FALSE,TRUE,FALSE,
The Mummy: Tomb of the Dragon Emperor,Eurocom,Sierra Entertainment,22/07/2008,NA,FALSE,TRUE,FALSE,
The Musume Ikusei SimulationIsshoJP,Yuki,D3 Publisher,09/10/2003,JP,TRUE,FALSE,FALSE,
The Naked Brothers Band,Barking Lizards Technologies,THQ,20/10/2008,NA,FALSE,TRUE,FALSE,
The Neko-Mura no Ninnin Pagu Daikan no Akugyou SanmaiAkugyou SanmaiJP,Vingt-et-un Systems,D3 Publisher,12/04/2007,JP,TRUE,FALSE,FALSE,
The Nightmare of Druaga: Fushigino Dungeon,Arika,"ArikaJP, NamcoNA",29/07/2004,JP,FALSE,TRUE,FALSE,
The Noroi no Game,HuneX,D3 Publisher,08/12/2005,JP,TRUE,FALSE,FALSE,
The Ochimusha – Doemu Samurai Toujou,Tamsoft,D3 Publisher,31/05/2007,JP,TRUE,FALSE,FALSE,
The Onēchanbara 2,Tamsoft,D3 Publisher,22/12/2005,JP,TRUE,FALSE,FALSE,
The Onna Okappichi Torimonochou – Oharuchan Go Go Go!Go Go Go!JP,Tamsoft,D3 Publisher,22/02/2007,JP,TRUE,FALSE,FALSE,
The Operative: No One Lives Forever,Monolith Productions,Sierra Entertainment,16/04/2002,NA,FALSE,TRUE,FALSE,
The Otoko Tachi no Kijū Houza,Opus,D3 Publisher,29/06/2006,JP,TRUE,FALSE,FALSE,
The Party Quiz: Akko ni Omakase,Tamsoft,D3 Publisher,20/10/2005,JP,TRUE,FALSE,FALSE,
The Party Unou Quiz,IMJ Entertainment,D3 Publisher,11/11/2004,JP,TRUE,FALSE,FALSE,
The Plan,EKO Software,"GhostlightEU, Crave EntertainmentNA",31/03/2006,EU,FALSE,TRUE,FALSE,
The Polar Express,Blue Tongue Entertainment,THQ,02/11/2004,NA,FALSE,TRUE,TRUE,Base
The Powerpuff Girls: Relish Rampage,VIS Entertainment,BAM! Entertainment,24/11/2002,NA,FALSE,TRUE,FALSE,
The Pro Yakyū: 2003 Pennant Race,Smilebit,Sega,24/04/2003,JP,TRUE,FALSE,FALSE,
The Punisher,Volition,THQ,17/01/2005,NA,FALSE,TRUE,FALSE,
The Quest for Aladdin's Treasure,Broadsword Interactive,Oxygen Games,07/09/2007,EU,FALSE,TRUE,FALSE,
"The Quiz 20,000 Mon",Warashi,D3 Publisher,07/11/2002,JP,TRUE,FALSE,FALSE,
The Red Star,Acclaim Studios Austin,XS Games,20/04/2007,PAL,FALSE,TRUE,FALSE,
The Renai Adventure 2: Jo no Ko no Tameno,HuneX,D3 Publisher,24/10/2002,JP,TRUE,FALSE,FALSE,
The Renai Adventure: Bittersweet Fools,HuneX,D3 Publisher,12/09/2002,JP,TRUE,FALSE,FALSE,
The Renai Board,Billiken Soft,D3 Publisher,29/05/2003,JP,TRUE,FALSE,FALSE,
The Renai Horror Adventure,Siesta,D3 Publisher,24/07/2003,JP,TRUE,FALSE,FALSE,
The Renai Simulation: Renai Kissa Watashi ni Oma CafeOma CafeJP,Vingt-et-un Systems,D3 Publisher,19/12/2002,JP,TRUE,FALSE,FALSE,
The Robot Tsuku Rouze! – Gekitou! Robot FightFightJP,HuneX,D3 Publisher,10/08/2006,JP,TRUE,FALSE,FALSE,
The Roomshare to Iu Seikatsu,Datam Polystar,Datam Polystar,29/03/2007,JP,TRUE,FALSE,FALSE,
The Rugby,Siesta,D3 Publisher,14/11/2002,JP,TRUE,FALSE,FALSE,
The Rumble Fish,Dimps,Sega,17/03/2005,JP,TRUE,FALSE,FALSE,
The Saiban,Tomcat System,D3 Publisher,11/12/2003,JP,TRUE,FALSE,FALSE,
The Saigo no Nippon Tsuwamono,Tamsoft,D3 Publisher,30/08/2007,JP,TRUE,FALSE,FALSE,
The Saiyuki Saruden,Tamsoft,D3 Publisher,17/03/2005,JP,TRUE,FALSE,FALSE,
The Scorpion King: Rise of the Akkadian,Point of View,Universal Interactive,11/09/2002,NA,FALSE,TRUE,FALSE,
The Secret Saturdays: Beasts of the 5th Sun,High Voltage Software,D3 Publisher,20/10/2009,NA,FALSE,TRUE,FALSE,
The Seed: WarZone,Artdink,"ArtdinkJP, Midas Interactive EntertainmentEU",06/12/2001,JP,FALSE,TRUE,FALSE,
The Sekai Meisaku Gekijou Quiz,Warashi,D3 Publisher,25/08/2005,JP,TRUE,FALSE,FALSE,
The Shadow of Zorro,In Utero,Cryo Interactive,08/02/2002,EU,FALSE,TRUE,FALSE,
The Shield: The Game,Point of View,Aspyr,09/01/2007,NA,FALSE,TRUE,FALSE,
The Shogi,Yuki,D3 Publisher,27/06/2002,JP,TRUE,FALSE,FALSE,
The Simpsons Game,EA Redwood Shores,Electronic Arts,30/10/2007,NA,FALSE,TRUE,FALSE,
The Simpsons Skateboarding,The Code Monkeys,Electronic Arts,12/11/2002,NA,FALSE,TRUE,FALSE,
The Simpsons: Hit & Run,Radical Entertainment,"Vivendi Universal GamesNA, Sierra EntertainmentPAL",16/09/2003,NA,FALSE,TRUE,TRUE,Platinum
The Simpsons: Road Rage,Radical Entertainment,Electronic Arts,24/11/2001,NA,FALSE,TRUE,TRUE,Base
The Sims,Edge of Reality,Electronic Arts,14/01/2003,NA,FALSE,TRUE,TRUE,Platinum
The Sims 2,Maxis,Electronic Arts,24/10/2005,NA,FALSE,TRUE,TRUE,Platinum
The Sims 2: Castaway,EA Redwood Shores,Electronic Arts,22/10/2007,NA,FALSE,TRUE,TRUE,Base
The Sims 2: Pets,Maxis,Electronic Arts,17/10/2006,NA,FALSE,TRUE,TRUE,Base
The Sims Bustin' Out,Maxis,Electronic Arts,15/12/2003,NA,FALSE,TRUE,TRUE,Platinum
The Sniper 2,Best Media,"D3 PublisherJP, Midas Interactive EntertainmentEU",28/11/2002,JP,FALSE,TRUE,FALSE,
The Snow Queen Quest,Broadsword Interactive,Oxygen Games,16/02/2007,JP,FALSE,TRUE,FALSE,
The Sopranos: Road to Respect,7 Studios,THQ,07/11/2006,NA,FALSE,TRUE,FALSE,
The Spiderwick Chronicles,Stormfront Studios,Sierra Entertainment,05/02/2008,NA,FALSE,TRUE,FALSE,
The SpongeBob SquarePants Movie,Heavy Iron Studios,THQ,27/10/2004,NA,FALSE,TRUE,FALSE,
The Suffering,Surreal Software,Midway Games,09/03/2004,NA,FALSE,TRUE,FALSE,
The Suffering: Ties That Bind,Surreal Software,Midway Games,26/09/2005,NA,FALSE,TRUE,FALSE,
The Suiri,Tomcat System,D3 Publisher,11/11/2004,JP,TRUE,FALSE,FALSE,
The Suiri: Aratanaru 20 no Jikenbo,Tomcat System,D3 Publisher,19/12/2002,JP,TRUE,FALSE,FALSE,
The Sum of All Fears,Red Storm Entertainment,Ubisoft,31/05/2002,EU,FALSE,TRUE,FALSE,
The Survival Game,Best Media,D3 Publisher,22/07/2004,JP,TRUE,FALSE,FALSE,
The Survival Game 2,Best Media,D3 Publisher,09/08/2007,JP,TRUE,FALSE,FALSE,
The Sword of Etheria,Konami,Konami,30/06/2005,JP,FALSE,TRUE,FALSE,
The Table Game,Yuki,D3 Publisher,31/05/2001,JP,TRUE,FALSE,FALSE,
The Tairyou Jigoku,Arika,Arika,22/02/2007,JP,TRUE,FALSE,FALSE,
The Tale of Despereaux,Brash Entertainment,Brash Entertainment,05/12/2007,EU,FALSE,TRUE,FALSE,
The Taxi 2,Tamsoft,D3 Publisher,12/10/2006,JP,TRUE,FALSE,FALSE,
The Thing,Computer Artworks,"Black Label GamesEU, NA, KonamiJP",20/08/2002,NA,FALSE,TRUE,FALSE,
The Tokudane,Tomcat System,D3 Publisher,31/03/2005,JP,TRUE,FALSE,FALSE,
The Tokusatsu Henshin HeroJP,Daft,D3 PublisherJP,02/09/2004,JP,TRUE,FALSE,FALSE,
The Toubou Prisoner,Tamsoft,D3 Publisher,12/10/2006,JP,TRUE,FALSE,FALSE,
The Tousou Highway 2: Road Warrior 2050,Tamsoft,D3 Publisher,28/12/2006,JP,TRUE,FALSE,FALSE,
The Toys Room,Phoenix Games,Phoenix Games,2006,EU,FALSE,TRUE,TRUE,Base
The Typing of the Dead: Zombie Panic,Sega,Sega,22/12/2004,JP,TRUE,FALSE,FALSE,
The Uchuujin to Hanashi Sou!,Taito,D3 Publisher,26/08/2004,JP,TRUE,FALSE,FALSE,
The Ultimate Music Quiz,Oxygen Games,Liquid Games,14/10/2005,EU,FALSE,TRUE,FALSE,
The Ultimate Sport Quiz,Oxygen Games,Liquid Games,2005,EU,FALSE,TRUE,FALSE,
The Ultimate Trivia Quiz,Oxygen Games,Liquid Games,24/02/2006,EU,FALSE,TRUE,FALSE,
The Ultimate TV & Film Quiz,Oxygen Games,Liquid Games,2005,EU,FALSE,TRUE,FALSE,
The Ultimate World Cup Quiz,Oxygen Games,Liquid Games,12/05/2006,EU,FALSE,TRUE,FALSE,
The Unou Drill,Luxe,Success,09/03/2006,JP,TRUE,FALSE,FALSE,
The Urbz: Sims in the City,Maxis,Electronic Arts,09/11/2004,NA,FALSE,TRUE,TRUE,Base
The Warriors,Rockstar Toronto,Rockstar Games,17/10/2005,NA,FALSE,TRUE,TRUE,Platinum
The Waterhorse: Legend of the Deep,Atomic Planet Entertainment,Blast! Entertainment,14/03/2008,EU,FALSE,TRUE,FALSE,
The Weakest Link,Traveller's Tales,Activision,02/11/2001,EU,FALSE,TRUE,FALSE,
The X-Factor: Sing,Lago,Black Bean Games,21/10/2005,EU,FALSE,TRUE,FALSE,
The X-Files: Resist or Serve,Black Ops Entertainment,Vivendi Universal Games,16/03/2004,NA,FALSE,TRUE,TRUE,Base
The Yamanote Sen: Train Simulator Real,Ongakukan,Sony Computer Entertainment,04/10/2001,JP,TRUE,FALSE,FALSE,
The Yuujou Adventure: Hotaru Soul,HuneX,D3 Publisher,30/10/2003,JP,TRUE,FALSE,FALSE,
The Zerosen,Mobile & Gamestudio,D3 Publisher,10/05/2007,JP,TRUE,FALSE,FALSE,
Theme Park World,Bullfrog Productions,Electronic Arts,04/12/2000,NA,FALSE,TRUE,TRUE,Base
They Came from the Skies,Midas Interactive Entertainment,Midas Interactive Entertainment,24/08/2007,EU,FALSE,TRUE,FALSE,
This Is Football 2002,London Studio,Sony Computer Entertainment,28/09/2001,PAL,FALSE,TRUE,FALSE,
This Is Football 2003,London Studio,Sony Computer Entertainment,04/10/2002,PAL,FALSE,TRUE,FALSE,
This Is Football 2004,London Studio,Sony Computer Entertainment,26/03/2004,EU,FALSE,TRUE,FALSE,
This is Football 2005,London Studio,Sony Computer Entertainment,01/10/2004,EU,FALSE,TRUE,TRUE,Base
Thomas & Friends: A Day at the Races,Blast! Entertainment Ltd,Blast! Entertainment Ltd,24/08/2007,EU,FALSE,TRUE,FALSE,
Thread Colors: Sayonara no Mukougawa,HuneX,D3 Publisher,14/11/2002,JP,TRUE,FALSE,FALSE,
Thrillville,Frontier Developments,"LucasArtsNA, AtariPAL",21/11/2006,NA,FALSE,TRUE,TRUE,Base
Thrillville: Off the Rails,Frontier Developments,LucasArts,09/10/2007,NA,FALSE,TRUE,FALSE,
Thunder Force VI,Sega,Sega,30/10/2008,JP,TRUE,FALSE,FALSE,
Thunderbirds,Pukka Games,Blast! Entertainment Ltd,06/07/2007,EU,FALSE,TRUE,FALSE,
Thunderstrike: Operation Phoenix,Core Design,Eidos Interactive,12/10/2001,EU,FALSE,TRUE,FALSE,
Tiger Woods PGA Tour 06,EA Redwood Shores,EA Sports,20/09/2005,NA,FALSE,TRUE,TRUE,Base
Tiger Woods PGA Tour 07,EA Redwood Shores,EA Sports,21/09/2006,PAL,FALSE,TRUE,TRUE,Base
Tiger Woods PGA Tour 08,EA Tiburon,EA Sports,28/08/2007,NA,FALSE,TRUE,FALSE,
Tiger Woods PGA Tour 09,EA Tiburon,EA Sports,26/08/2008,NA,FALSE,TRUE,FALSE,
Tiger Woods PGA Tour 10,EA Tiburon,EA Sports,08/06/2009,NA,FALSE,TRUE,FALSE,
Tiger Woods PGA Tour 2001,EA Redwood Shores,EA Sports,26/02/2001,NA,FALSE,TRUE,TRUE,Base
Tiger Woods PGA Tour 2002,EA Redwood Shores,EA Sports,24/02/2002,NA,FALSE,TRUE,FALSE,
Tiger Woods PGA Tour 2003,EA Redwood Shores,EA Sports,27/10/2002,NA,FALSE,TRUE,TRUE,Base
Tiger Woods PGA Tour 2004,EA Redwood Shores,EA Sports,22/09/2003,NA,FALSE,TRUE,FALSE,
Tiger Woods PGA Tour 2005,EA Redwood Shores,EA Sports,20/09/2004,NA,FALSE,TRUE,TRUE,Base
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,Capcom,"CapcomJP, Buena Vista GamesEU, NA",21/10/2004,JP,FALSE,TRUE,FALSE,
Time Crisis 3,Nextech,"NamcoJP, NA, Sony Computer EntertainmentEU",21/10/2003,NA,FALSE,TRUE,FALSE,
Time Crisis II,Namco,"NamcoJP, NA, Sony Computer EntertainmentEU",01/10/2001,NA,FALSE,TRUE,FALSE,
Time Crisis: Crisis Zone,Namco,"NamcoKO, NA, Sony Computer EntertainmentPAL",17/09/2004,PAL,FALSE,TRUE,FALSE,
TimeSplitters,Free Radical Design,Eidos Interactive,26/10/2000,NA,FALSE,TRUE,FALSE,
TimeSplitters 2,Free Radical Design,Eidos Interactive,08/10/2002,NA,FALSE,TRUE,TRUE,Base
TimeSplitters: Future Perfect,Free Radical Design,EA Games,21/03/2005,NA,FALSE,TRUE,TRUE,Base
Tir Na Nog: Yuukyuu no Jin,SystemSoft,SystemSoft,29/04/2009,JP,TRUE,FALSE,FALSE,
Titeuf: Mega Compet,Eden Studios,Atari,24/09/2004,EU,FALSE,TRUE,FALSE,
TMNT,Ubisoft Montreal,Ubisoft,20/03/2007,NA,FALSE,TRUE,FALSE,
TNA Impact!,Midway Games,Midway Games,09/09/2008,NA,FALSE,TRUE,FALSE,
To Heart 2,Leaf,Aquaplus,28/12/2004,JP,TRUE,FALSE,FALSE,
TOCA Race Driver 2,Codemasters,"CodemastersNA, PAL, InterchannelJP",05/10/2004,NA,FALSE,TRUE,FALSE,
TOCA Race Driver 3,Codemasters,"CodemastersNA, PAL, InterchannelJP",22/02/2006,NA,FALSE,TRUE,FALSE,
Togainu no Chi: True Blood,Kadokawa Games,Kadokawa Games,29/05/2008,JP,TRUE,FALSE,FALSE,
Tokimeki Memorial 2: Music Video Clips: Circus de Ai Imashou,Konami,Konami,18/04/2002,JP,TRUE,FALSE,FALSE,
Tokimeki Memorial 3,Konami,Konami,20/12/2001,JP,TRUE,FALSE,FALSE,
Tokimeki Memorial Girl's Side,Konami,Konami,20/06/2002,JP,TRUE,FALSE,FALSE,
Tokimeki Memorial Girl's Side: 2nd Kiss,Konami,Konami,03/08/2006,JP,TRUE,FALSE,FALSE,
Tokobot Plus: Mysteries of the Karakuri,Tecmo,"TecmoJP, NA, Take-Two InteractivePAL",24/10/2006,NA,FALSE,TRUE,FALSE,
Tokyo Bus Annai,Fortyfive,Success,10/05/2001,JP,TRUE,FALSE,FALSE,
Tokyo Bus Annai 2,Success,Success,08/09/2005,JP,TRUE,FALSE,FALSE,
Tokyo Majin Gakuen: Kaihoujyou Kefurokou,Marvelous Entertainment,Marvelous Entertainment,12/08/2004,JP,TRUE,FALSE,FALSE,
Tokyo Road Race,Taito,"TaitoJP, Midas Interactive EntertainmentEU",22/03/2001,JP,FALSE,TRUE,FALSE,
Tokyo Xtreme Racer: 3,Genki,"GenkiJP, Crave EntertainmentNA",24/07/2003,JP,FALSE,TRUE,FALSE,
Tokyo Xtreme Racer: Drift,Genki,"GenkiJP, Crave EntertainmentNA",27/02/2003,JP,FALSE,TRUE,FALSE,
Tokyo Xtreme Racer: Drift 2,Genki,"GenkiJP, KonamiPAL, Crave EntertainmentNA",28/07/2005,JP,FALSE,TRUE,FALSE,
Tokyo Xtreme Racer: Zero,Genki,"GenkiJP, Crave EntertainmentEU, NA",15/03/2001,JP,FALSE,TRUE,FALSE,
Tom and Jerry in War of Whiskers,VIS Entertainment,"NewKidCoNA, UbisoftEU, SuccessJP",22/10/2002,NA,FALSE,TRUE,FALSE,
Tom Clancy's Ghost Recon,Red Storm Entertainment,Ubisoft,01/12/2002,NA,FALSE,TRUE,FALSE,
Tom Clancy's Ghost Recon 2,Red Storm Entertainment,Ubisoft,26/11/2004,EU,FALSE,TRUE,TRUE,Base
Tom Clancy's Ghost Recon Advanced Warfighter,Ubisoft Paris,Ubisoft,28/03/2006,NA,FALSE,TRUE,TRUE,Base
Tom Clancy's Ghost Recon: Jungle Storm,Red Storm Entertainment,Ubisoft,12/03/2004,EU,FALSE,TRUE,FALSE,
Tom Clancy's Rainbow Six 3,Ubisoft Shanghai,Ubisoft,24/03/2004,NA,FALSE,TRUE,FALSE,
Tom Clancy's Rainbow Six: Lockdown,Red Storm Entertainment,Ubisoft,06/09/2005,NA,FALSE,TRUE,FALSE,
Tom Clancy's Splinter Cell,Ubisoft Shanghai,Ubisoft,28/03/2003,EU,FALSE,TRUE,TRUE,Base
Tom Clancy's Splinter Cell: Chaos Theory,Ubisoft Montreal,Ubisoft,28/03/2005,NA,FALSE,TRUE,TRUE,Base
Tom Clancy's Splinter Cell: Double Agent,Ubisoft Montreal,Ubisoft,24/10/2006,NA,FALSE,TRUE,FALSE,
Tom Clancy's Splinter Cell: Pandora Tomorrow,Ubisoft Shanghai,Ubisoft,11/06/2004,EU,FALSE,TRUE,FALSE,
Tomak: Save the Earth,Seed9 Entertainment,Sunsoft,19/12/2002,JP,TRUE,FALSE,FALSE,
Tomak: Save the Earth – Complete Edition,Seed9 Entertainment,Seed9 Entertainment,23/01/2003,KO,TRUE,FALSE,FALSE,
Tomb Raider: Anniversary,Crystal Dynamics,Eidos Interactive,01/06/2007,EU,FALSE,TRUE,TRUE,Base
Tomb Raider: Legend,Crystal Dynamics,"Eidos InteractiveNA, PAL, SpikeJP",07/04/2006,EU,FALSE,TRUE,FALSE,
Tomb Raider: The Angel of Darkness,Core Design,Eidos Interactive,20/06/2003,NA,FALSE,TRUE,TRUE,Platinum
Tomb Raider: Underworld,Buzz Monkey Software,"Eidos InteractiveNA, PAL, SpikeJP",23/01/2009,EU,FALSE,TRUE,TRUE,Base
Tomoyo After: It's a Wonderful Life – CS Edition,Key,Prototype,25/01/2007,JP,TRUE,FALSE,FALSE,
Tony Hawk's American Wasteland,Neversoft,Activision,18/10/2005,NA,FALSE,TRUE,FALSE,
Tony Hawk's Downhill Jam,SuperVillain Studios,Activision,08/05/2007,NA,FALSE,TRUE,FALSE,
Tony Hawk's Pro Skater 3,Neversoft,Activision,28/10/2001,NA,FALSE,TRUE,TRUE,Base
Tony Hawk's Pro Skater 4,Neversoft,Activision,23/10/2002,NA,FALSE,TRUE,FALSE,
Tony Hawk's Project 8,Shaba Games,Activision,07/11/2006,NA,FALSE,TRUE,FALSE,
Tony Hawk's Proving Ground,Page 44 Studios,Activision,15/10/2007,NA,FALSE,TRUE,FALSE,
Tony Hawk's Underground,Neversoft,Activision,27/10/2003,NA,FALSE,TRUE,FALSE,
Tony Hawk's Underground 2,Neversoft,Activision,04/10/2004,NA,FALSE,TRUE,FALSE,
Top Angler,SIMS,"SIMSJP, Xicat InteractiveNA, THQEU",07/03/2002,JP,FALSE,TRUE,FALSE,
Top Gear: Dare Devil,Papaya Studio,Kemco,11/12/2000,NA,FALSE,TRUE,FALSE,
Top Gun,Atomic Planet Entertainment,Blast! Entertainment,05/10/2007,EU,FALSE,TRUE,FALSE,
Top Gun: Combat Zones,Titus Software,Titus Software,21/10/2001,NA,FALSE,TRUE,FALSE,
Top o Nerae! GunBuster,Shade,Bandai,03/02/2005,JP,TRUE,FALSE,FALSE,
Top Spin,PAM Development,2K Sports,26/09/2005,NA,FALSE,TRUE,FALSE,
Top Trumps Adventures: Dogs and Dinosaurs,Ironstone Partners,Ubisoft,12/10/2007,EU,FALSE,TRUE,TRUE,Base
Top Trumps Adventures: Horror and Predators,Ironstone Partners,Ubisoft,12/10/2007,EU,FALSE,TRUE,FALSE,
Top Trumps: Doctor Who,Rockpool Games,Eidos Interactive,16/05/2008,EU,FALSE,TRUE,FALSE,
Topai! Dramatic Mahjong,Agenda,D3 Publisher,11/12/2003,JP,TRUE,FALSE,FALSE,
Torakapuu! Dash!!,Pulltop,Well Made,17/07/2003,JP,TRUE,FALSE,FALSE,
Tori no Hoshi: Aerial Planet,Nippon Ichi Software,Nippon Ichi Software,28/02/2008,JP,TRUE,FALSE,FALSE,
Torikago no Mukougawa,Takuyo,Takuyo,27/07/2006,JP,TRUE,FALSE,FALSE,
Torino 2006,49Games,2K Sports,24/01/2006,NA,FALSE,TRUE,TRUE,Base
Toro to Kyuujitsu,Sony Computer Entertainment,Sony Computer Entertainment,29/11/2001,JP,TRUE,FALSE,FALSE,
Torrente 3: The Protector,Virtual Toys,Virgin Play,01/02/2006,EU,FALSE,TRUE,FALSE,
Total Club Manager 2004,Budcat Creations,Electronic Arts,12/12/2003,EU,FALSE,TRUE,FALSE,
Total Club Manager 2005,Budcat Creations,Electronic Arts,29/10/2004,EU,FALSE,TRUE,FALSE,
Total Immersion Racing,Razorworks,Empire Interactive,01/11/2002,EU,FALSE,TRUE,FALSE,
Total Overdose: A Gunslinger's Tale in Mexico,Deadline Games,Eidos Interactive,16/09/2005,EU,FALSE,TRUE,FALSE,
Totally Spies! Totally Party,Mad Monkey,"UbisoftPAL, Valcon GamesNA",18/10/2007,AU,FALSE,TRUE,FALSE,
Toudai Shogi: Jouseki Dojo Kanketsuhen,Mycom,Mycom,09/09/2004,JP,TRUE,FALSE,FALSE,
Toudai Shogi: Shikenbisha Dojo,Mycom,Mycom,07/12/2000,JP,TRUE,FALSE,FALSE,
Tough: Dark Fight,Konami,Konami,01/12/2005,JP,TRUE,FALSE,FALSE,
Touka Gettan: Koufuu no Ryouou,Root,Kadokawa Games,01/10/2009,JP,TRUE,FALSE,FALSE,
Toukon Inoki Michi: Puzzle de Daa!,Matrix Software,Pacific Century Cyber Works,19/12/2002,JP,TRUE,FALSE,FALSE,
